-81.40946932990	6.94368429950
-81.02207037680	6.88963617343
-80.63171024770	6.86894297926
-80.25432007330	6.93979450790
-79.88438844180	7.06686178786
-79.50597267260	7.16472592046
-79.11840261000	7.20206706678
-78.74330866490	7.15048273106
-78.46958670790	6.87974089477
-78.30229598900	6.52995587859
-78.22149645370	6.14873080705
-78.16769234220	5.76131768179
-78.17249393110	5.37095675116
-78.25253618040	4.99559947260
-78.41068562660	4.63784550486
-78.62487335670	4.31100979557
-78.84065896950	3.98486131310
-79.03857832360	3.64747862526
-79.23649767770	3.31009593742
-79.43367344880	2.97228168262
-79.62844155700	2.63307004836
-79.82320966520	2.29385841410
-80.01705482940	1.95412034700
-80.20988063540	1.61380085396
-80.40270644130	1.27348136092
-80.58403072490	0.92698909630
-80.75626086910	0.57581366170
-80.93453466910	0.22773046080
-81.10980646520	-0.12126994979
-81.23803418410	-0.49080587621
-81.35357624780	-0.86417643238
-81.44980131310	-1.24316087481
-81.48356430990	-1.63285204592
-81.48071216180	-2.02367259003
-81.50059817550	-2.41217474891
-81.57631815070	-2.79592096085
-81.63294704600	-3.18295108502
-81.74877658130	-3.55596623376
-81.80473852310	-3.94126603540
-81.93485479170	-4.30722102931
-82.07812129120	-4.66884265689
-82.08955053820	-5.05924172536
-82.01417887360	-5.44306045935
-81.94351031610	-5.82777477384
-81.83801992480	-6.20407740650
-81.73291046970	-6.58082186339
-81.57146109330	-6.93550253861
-81.41985158350	-7.29577701480
-81.27492094110	-7.65908715460
-81.12486340300	-8.02015462887
-80.95644228050	-8.37318929329
-80.79799887690	-8.73066208168
-80.64859529070	-9.09215581225
-80.48148419480	-9.44524589673
-80.29591680080	-9.78957697444
-80.10880525310	-10.13306078200
-79.91806440020	-10.47455320630
-79.71110732800	-10.80631167310
-79.50039108220	-11.13582259280
-79.30504317350	-11.47470065840
-79.10969526480	-11.81357872400
-78.87775459270	-12.12825054420
-78.65249404540	-12.44797288740
-78.42945442820	-12.76930212350
-78.20259553390	-13.08789588330
-77.97016304080	-13.40249767120
-77.73773054770	-13.71709945920
-77.49566611320	-14.02361570690
-77.22608852750	-14.30703602040
-76.95651094180	-14.59045633390
-76.69144014950	-14.87806090600
-76.42878057570	-15.16790413440
-76.14749140100	-15.43799920460
-75.84284224540	-15.68333171530
-75.53819308980	-15.92866422600
-75.22581337010	-16.16366720710
-74.90453289140	-16.38677705180
-74.59068146030	-16.62009080980
-74.27968012600	-16.85731922060
-73.96867879180	-17.09454763140
-73.65087974820	-17.32258727890
-73.33711263560	-17.55590192360
-73.03362258540	-17.80266686890
-72.73392094690	-18.05352168240
-72.46468586280	-18.33726737530
-72.19545077860	-18.62101306830
-71.99871755940	-18.95851203780
-71.80704494640	-19.29924790450
-71.70079498360	-19.67569191650
-71.59631484270	-20.05261041100
-71.50000405430	-20.43171907730
-71.41516577440	-20.81341656610
-71.34068432030	-21.19731503380
-71.32007349710	-21.58792269220
-71.29946267390	-21.97853035050
-71.33794296090	-22.36741649120
-71.38125888920	-22.75616175370
-71.42457481750	-23.14490701630
-71.47471717800	-23.53282156660
-71.52589801790	-23.92060974390
-71.57147023260	-24.30896608280
-71.59909806780	-24.69914021250
-71.62672590300	-25.08931434230
-71.65669948240	-25.47928891600
-71.69537709930	-25.86852302380
-71.73405471620	-26.25775713170
-71.77966239750	-26.64622433150
-71.82702674730	-27.03449713140
-71.90560035140	-27.41664285090
-72.00854712740	-27.79400356710
-72.11149390330	-28.17136428330
-72.21444067930	-28.54872499940
-72.33104918310	-28.92201033070
-72.45166826530	-29.29409927940
-72.54626512750	-29.67243498000
-72.60769988630	-30.05873139360
-72.66913464520	-30.44502780730
-72.67928285870	-30.83581186130
-72.68587092390	-31.22690743300
-72.71784891270	-31.61616957030
-72.76751908400	-32.00415413550
-72.84823523240	-32.38470742250
-72.97962191840	-32.75313202470
-73.11352235930	-33.12056023880
-73.27022619980	-33.47894976880
-73.42693004020	-33.83733929870
-73.58363388070	-34.19572882870
-73.75301795760	-34.54764948880
-73.95118939940	-34.88488416740
-74.14851059660	-35.22260547220
-74.33890896440	-35.56428896660
-74.52930733220	-35.90597246100
-74.71081289280	-36.25045380370
-74.75034816380	-36.63960173340
-74.78499760530	-37.02866007940
-74.73122333890	-37.41609714150
-74.79434016550	-37.80043484940
-74.90015902350	-38.17641998920
-74.97467173440	-38.56038163780
-75.06741814580	-38.94037802190
-75.15341210980	-39.32175931320
-75.21773366610	-39.70758555150
-75.26980431520	-40.09519309480
-75.31802292660	-40.48336073170
-75.36624153810	-40.87152836860
-75.42800456040	-41.25746893280
-75.50661507470	-41.64063930720
-75.58522558890	-42.02380968160
-75.66383610320	-42.40698005610
-75.74244661740	-42.79015043050
